item_id,category_id,popularity,most_frequent_property,popularity_weekly
28199,1680,1.0,839,1.0
13526,1098,0.0,888,0.0
52945,1301,0.0,434,0.0
34687,575,2.0,888,1.0
59497,-1,1.0,-1,1.0
66076,-1,93.0,-1,1.2578125
63638,1147,0.0,888,0.0
67778,1378,0.0,28,0.0
13130,-1,8.0,-1,1.0
8737,331,0.0,384,0.0
13505,436,2.0,575,1.0
60822,546,0.0,664,0.0
40244,958,0.0,888,0.0
15704,-1,4.0,-1,4.0
5260,56,7.0,335,1.0
62956,1042,0.0,-3,0.0
6335,1362,1.0,790,1.0
70097,1223,1.0,243,1.0
38557,1007,0.0,348,0.0
13518,-1,9.0,-1,2.25
69569,683,0.0,915,0.0
2573,89,0.0,225,0.0
45757,131,0.0,227,0.0
33384,342,0.0,663,0.0
60174,686,5.0,227,1.0
61208,64,3.0,1004,1.0
47293,568,0.0,1036,0.0
54129,1167,0.0,888,0.0
68418,1172,8.0,346,1.3333333333333333
64390,1086,0.0,225,0.0
13719,624,0.0,790,0.0
6490,1613,0.0,208,0.0
39976,1167,0.0,-3,0.0
36581,1228,4.0,-3,1.0
7469,1474,4.0,839,1.3333333333333333
54045,959,9.0,591,1.0
30915,1287,0.0,213,0.0
13728,1113,0.0,726,0.0
66187,646,226.0,888,2.1285714285714286
40738,1221,4.0,888,1.3333333333333333
51163,84,0.0,888,0.0
68284,769,0.0,698,0.0
10663,437,0.0,6,0.0
61759,373,3.0,790,1.0
29595,1483,0.0,581,0.0
46913,173,0.0,888,0.0
30943,1256,4.0,-2,1.0
51652,637,4.0,790,1.3333333333333333
49235,330,0.0,888,0.0
49153,1142,0.0,6,0.0
61263,1542,2.0,202,2.0
37151,1301,0.0,-2,0.0
68407,-1,1.0,-1,1.0
28689,-1,1.0,-1,1.0
18408,616,2.0,776,1.0
16422,130,0.0,888,0.0
38109,-1,2.0,-1,1.0
17270,646,0.0,888,0.0
27011,429,2.0,839,1.0
22424,1051,0.0,307,0.0
37058,50,0.0,30,0.0
66376,-1,2.0,-1,1.0
65298,-1,2.0,-1,1.0
44201,1070,0.0,678,0.0
34300,595,0.0,46,0.0
60962,490,0.0,790,0.0
47248,769,0.0,790,0.0
34608,683,54.0,888,1.125
55453,1680,0.0,-2,0.0
22041,1007,1.0,704,1.0
40359,1598,140.0,790,4.666666666666667
50817,1493,0.0,364,0.0
1127,1070,0.0,790,0.0
43851,436,2.0,434,1.0
51152,1498,52.0,-2,1.3333333333333333
38123,196,4.0,161,1.25
14091,765,1.0,790,1.0
17639,598,0.0,46,0.0
39029,324,0.0,591,0.0
29064,421,0.0,776,0.0
50610,828,0.0,544,0.0
65595,79,0.0,839,0.0
43346,1142,0.0,348,0.0
4959,928,152.0,-2,3.8
31051,342,0.0,451,0.0
38986,227,0.0,917,0.0
39814,1076,0.0,186,0.0
63482,769,4.0,790,1.0
58833,173,0.0,6,0.0
34100,84,18.0,400,1.125
43922,1007,3.0,283,1.5
3288,565,0.0,1032,0.0
60862,1163,12.0,-2,1.1
61184,973,1.0,981,1.0
55097,220,0.0,888,0.0
11565,499,48.0,6,1.0
30283,-1,1.0,-1,1.0
46063,-1,1.0,-1,1.0
51978,558,0.0,74,0.0
45511,1374,0.0,776,0.0
39165,1113,0.0,33,0.0
69503,535,0.0,839,0.0
4938,1117,22.0,790,1.2222222222222223
28453,1070,0.0,689,0.0
20661,445,9.0,900,1.125
42263,1167,0.0,888,0.0
9285,1338,1.0,-2,1.0
6641,1380,0.0,202,0.0
14968,473,1.0,888,1.0
47058,324,0.0,888,0.0
51892,1007,0.0,790,0.0
69776,1318,10.0,790,1.0
60313,1220,7.0,-2,1.1666666666666667
1991,173,0.0,-2,0.0
16066,1421,11.0,888,1.375
48420,1237,3.0,888,1.0
3732,173,0.0,400,0.0
15666,1142,0.0,764,0.0
70115,184,0.0,928,0.0
21137,333,5.0,6,1.25
5065,769,0.0,961,0.0
41510,65,13.0,790,1.0
34861,822,33.0,-3,1.0
67460,-1,1.0,-1,1.0
16650,1205,7.0,-2,1.0
22116,342,0.0,451,0.0
65552,342,0.0,663,0.0
50256,1421,0.0,807,0.0
7842,347,0.0,448,0.0
69681,962,4.0,658,1.3333333333333333
6783,130,0.0,987,0.0
67731,792,12.0,776,1.2
43178,1483,2.0,888,2.0
29246,1098,7.0,888,1.1666666666666667
16124,842,0.0,689,0.0
65216,1113,0.0,888,0.0
59518,1584,2.0,227,1.0
39347,392,0.0,28,0.0
44302,984,0.0,813,0.0
6821,988,12.0,-2,1.2
26964,-1,1.0,-1,1.0
70479,806,1.0,188,1.0
17088,1384,9.0,888,1.0
45179,69,0.0,283,0.0
9637,342,0.0,962,0.0
38518,342,20.0,888,1.0526315789473684
11343,1221,3.0,810,1.0
28540,51,37.0,591,1.4230769230769231
25322,126,3.0,888,1.0
5263,691,4.0,846,1.0
56155,624,0.0,707,0.0
53644,-1,18.0,-1,1.1333333333333333
30538,1301,0.0,202,0.0
45521,915,0.0,713,0.0
48186,1078,1.0,888,1.0
33636,1674,0.0,1031,0.0
15762,546,0.0,888,0.0
63501,1301,0.0,839,0.0
40005,598,0.0,28,0.0
66111,988,3.0,888,1.0
3661,1301,0.0,761,0.0
2175,1228,134.0,-3,5.096153846153846
6436,1250,0.0,797,0.0
11825,463,6.0,-3,1.2
26499,-1,1.0,-1,1.0
29605,1221,201.0,790,2.519230769230769
12879,1593,8.0,790,1.0
3553,342,1.0,663,1.0
68983,1542,0.0,227,0.0
6288,739,4.0,790,1.0
59929,1007,0.0,709,0.0
22223,616,10.0,790,0.9
47091,1074,0.0,888,0.0
63015,619,0.0,698,0.0
54356,403,0.0,776,0.0
57025,741,0.0,38,0.0
52878,470,0.0,689,0.0
23713,32,0.0,810,0.0
202,739,0.0,227,0.0
70459,-1,1.0,-1,1.0
25072,-1,2.0,-1,2.0
58308,1007,0.0,1036,0.0
59352,173,2.0,227,2.0
55580,-1,7.0,-1,1.4
11771,1007,0.0,678,0.0
51497,1510,0.0,810,0.0
53357,195,10.0,888,1.0
51855,618,1.0,790,1.0
18836,239,0.0,776,0.0
34361,769,0.0,-2,0.0
45018,342,0.0,962,0.0
64069,84,2.0,400,1.0
17843,633,2.0,6,1.0
5701,1076,0.0,186,0.0
41344,1084,0.0,434,0.0
528,342,0.0,962,0.0
44200,1172,0.0,839,0.0
42141,65,7.0,888,1.0
60263,1142,0.0,343,0.0
33540,1255,0.0,-2,0.0
2524,1404,20.0,790,1.25
28793,166,0.0,575,0.0
60157,173,0.0,-2,0.0
39863,1301,1.0,888,1.0
26306,525,2.0,790,1.0
20932,1598,127.0,790,5.681818181818182
18571,342,0.0,962,0.0
52403,686,0.0,888,0.0
44658,-1,2.0,-1,2.0
107,342,0.0,888,0.0
51559,-1,1.0,-1,1.0
70494,209,0.0,225,0.0
66514,1680,1.0,678,1.0
42798,1427,7.0,713,1.1666666666666667
14622,342,0.0,888,0.0
273,414,0.0,6,0.0
51213,1279,2.0,888,1.0
38906,1404,3.0,-2,1.0
24273,769,0.0,719,0.0
67472,175,13.0,981,1.0833333333333333
35630,769,0.0,797,0.0
15600,1421,6.0,790,1.0
24237,828,0.0,888,0.0
55247,1142,0.0,709,0.0
41560,1205,10.0,-2,1.0
18395,512,0.0,928,0.0
57198,282,0.0,-3,0.0
63455,-1,3.0,-1,1.0
8334,342,0.0,451,0.0
53975,1480,0.0,888,0.0
45819,242,56.0,888,1.0769230769230769
46483,-1,1.0,-1,1.0
45644,1375,106.0,230,21.2
24829,1388,1.0,558,1.0
1177,-1,1.0,-1,1.0
25735,1076,0.0,186,0.0
17234,1378,1.0,410,1.0
12756,1512,0.0,6,0.0
22625,1454,14.0,790,1.0
27795,769,2.0,369,1.0
47068,1261,16.0,790,1.2307692307692308
49498,1646,0.0,888,0.0
23410,1244,0.0,-2,0.0
53854,1504,0.0,-2,0.0
12976,64,1.0,839,1.0
6227,618,1.0,-2,1.0
45844,-1,2.0,-1,1.0
13549,-1,2.0,-1,2.0
67484,769,1.0,790,1.0
31213,988,2.0,888,2.0
2947,230,2.0,888,1.0
11175,1007,3.0,839,1.0
29138,1613,5.0,451,1.0
57931,1142,0.0,888,0.0
14409,1193,3.0,671,1.5
41451,1286,0.0,888,0.0
53142,-1,1.0,-1,1.0
41749,342,0.0,451,0.0
68053,769,0.0,790,0.0
31289,518,0.0,202,0.0
22054,366,4.0,790,1.0
66952,929,2.0,888,1.0
17905,1286,0.0,888,0.0
26220,1173,8.0,400,1.6
66207,1070,0.0,797,0.0
54185,617,0.0,915,0.0
22766,65,0.0,888,0.0
64737,342,6.0,962,1.0
14965,1022,1.0,776,1.0
61076,1670,3.0,888,1.5
62187,1301,0.0,888,0.0
39009,1060,1.0,698,1.0
57559,558,0.0,553,0.0
44235,619,1.0,509,1.0
13246,65,0.0,6,0.0
24693,1483,35.0,888,1.25
33079,190,0.0,888,0.0
35840,942,0.0,839,0.0
11786,217,1.0,384,1.0
29404,1070,0.0,790,0.0
15293,1301,0.0,839,0.0
53718,-1,1.0,-1,1.0
26318,1120,6.0,225,1.2
58402,-1,1.0,-1,1.0
7314,-1,1.0,-1,1.0
9496,1007,0.0,108,0.0
38878,769,0.0,797,0.0
26287,-1,1.0,-1,1.0
17200,403,0.0,888,0.0
2489,327,0.0,658,0.0
12812,1070,0.0,689,0.0
20252,1338,0.0,227,0.0
30188,1142,0.0,839,0.0
26929,619,0.0,790,0.0
41040,352,8.0,689,1.3333333333333333
5305,491,165.0,-3,1.3818770226537218
61132,792,0.0,888,0.0
52495,-1,1.0,-1,1.0
48517,1007,0.0,678,0.0
54593,342,0.0,888,0.0
52838,-1,1.0,-1,1.0
32551,769,0.0,235,0.0
56651,227,2.0,790,1.0
16554,436,0.0,810,0.0
63167,1536,0.0,839,0.0
67788,996,0.0,441,0.0
63291,-1,2.0,-1,1.0
5332,1493,2.0,790,1.0
65120,674,0.0,243,0.0
1922,-1,1.0,-1,1.0
49995,1685,3.0,790,1.0
38100,686,0.0,888,0.0
14819,512,0.0,38,0.0
48735,342,0.0,962,0.0
14979,1674,0.0,614,0.0
35906,1298,0.0,-3,0.0
20137,1061,0.0,213,0.0
27560,342,0.0,663,0.0
44565,1418,0.0,678,0.0
48444,598,0.0,38,0.0
57376,1250,0.0,-2,0.0
20240,936,3.0,888,1.5
18463,353,0.0,33,0.0
54380,342,0.0,962,0.0
27068,686,0.0,888,0.0
8884,1355,0.0,-2,0.0
36845,1061,0.0,960,0.0
68797,227,1.0,790,1.0
51767,196,175.0,-2,3.2222222222222223
10132,82,49.0,-2,1.1951219512195121
4914,184,0.0,19,0.0
69232,1069,0.0,28,0.0
18916,1477,0.0,33,0.0
3302,-1,28.0,-1,1.2272727272727273
13604,1578,3.0,790,1.0
42106,343,0.0,888,0.0
23197,769,0.0,720,0.0
5541,220,1.0,-3,1.0
16139,414,1.0,197,1.0
60565,491,17.0,225,1.4166666666666667
4862,1,0.0,888,0.0
42300,970,0.0,776,0.0
67026,769,1.0,719,1.0
51722,1171,2.0,1080,1.0
55924,806,2.0,283,1.0
42154,769,0.0,888,0.0
68802,797,0.0,227,0.0
39631,64,0.0,224,0.0
62393,498,5.0,-3,1.0
6118,1483,46.0,581,1.1666666666666667
70208,1076,0.0,186,0.0
4033,-1,1.0,-1,1.0
15127,535,1.0,698,1.0
56243,-1,2.0,-1,2.0
37371,356,3.0,678,1.0
3461,1142,0.0,202,0.0
17944,1541,2.0,790,1.0
52556,1625,0.0,888,0.0
4870,1220,0.0,1073,0.0
30707,1142,0.0,570,0.0
60383,209,0.0,6,0.0
60741,1282,0.0,118,0.0
5421,1142,0.0,764,0.0
29695,173,1.0,-2,1.0
39020,1680,0.0,839,0.0
44578,-1,2.0,-1,2.0
19757,1475,0.0,761,0.0
6633,691,334.0,790,11.892857142857142
33370,1244,0.0,332,0.0
53623,988,6.0,790,1.5
63421,715,0.0,-2,0.0
22809,1098,11.0,888,1.0
41733,1533,2.0,797,1.0
57228,1188,11.0,6,1.375
38024,-1,4.0,-1,1.3333333333333333
32505,996,0.0,961,0.0
49338,1560,0.0,379,0.0
45851,330,0.0,230,0.0
32286,242,0.0,888,0.0
34403,1471,0.0,888,0.0
34596,1244,0.0,888,0.0
14128,342,0.0,888,0.0
23767,1301,1.0,888,1.0
26491,209,0.0,698,0.0
59725,342,0.0,888,0.0
45926,1483,3.0,776,1.0
40140,1605,1029.0,790,6.038690476190476
40199,390,17.0,-2,1.8888888888888888
28278,1483,7.0,581,1.0
34317,248,5.0,227,1.25
14194,1040,112.0,-2,14.0
41562,1051,10.0,400,1.1111111111111112
35397,617,0.0,348,0.0
14992,1048,8.0,888,1.3333333333333333
52871,1070,0.0,678,0.0
47906,406,36.0,790,1.1612903225806452
47230,1205,0.0,839,0.0
68553,1007,0.0,-3,0.0
12523,1613,64.0,451,1.189922480620155
41112,988,0.0,202,0.0
52621,1026,50.0,72,1.0
30990,282,295.0,888,1.8248407643312101
36788,1250,0.0,202,0.0
58711,1674,2.0,-2,1.0
59853,624,0.0,888,0.0
34164,1613,6.0,225,1.0
6673,988,3.0,202,1.0
47315,-1,1.0,-1,1.0
61900,769,0.0,790,0.0
43698,1358,0.0,888,0.0
28776,598,0.0,839,0.0
39654,1053,1.0,790,1.0
24796,-1,1.0,-1,1.0
33484,1385,3.0,888,3.0
25890,-1,2.0,-1,1.0
58354,41,5.0,810,1.0
48038,598,0.0,441,0.0
46444,804,477.0,790,10.28888888888889
21130,1533,1.0,-2,1.0
41712,1231,0.0,888,0.0
67249,-1,1.0,-1,1.0
52391,575,0.0,1032,0.0
31047,1230,1.0,671,1.0
67252,209,0.0,225,0.0
15093,1234,5.0,790,1.0
33386,1301,6.0,159,1.5
56639,804,15.0,-2,1.25
39634,1301,0.0,441,0.0
47664,1265,29.0,888,1.125
24913,606,9.0,344,1.1428571428571428
44848,769,0.0,797,0.0
9401,769,0.0,369,0.0
43683,1408,1.0,28,1.0
21634,360,0.0,334,0.0
49002,964,0.0,-3,0.0
35633,1680,0.0,-2,0.0
15756,499,13.0,283,1.1818181818181819
17684,606,3.0,1008,1.0
4053,1285,0.0,810,0.0
57560,1113,0.0,314,0.0
29979,508,0.0,960,0.0
14450,421,0.0,660,0.0
15183,135,0.0,434,0.0
6676,1517,4.0,470,1.3333333333333333
13283,1250,0.0,790,0.0
33467,952,0.0,38,0.0
55784,389,0.0,888,0.0
44027,95,28.0,-2,1.4210526315789473
21603,1362,0.0,-2,0.0
24427,3,1.0,-2,1.0
23291,261,2.0,678,1.0
26351,1163,0.0,6,0.0
14316,-1,1.0,-1,1.0
12430,619,0.0,790,0.0
33282,403,0.0,713,0.0
12634,1007,0.0,348,0.0
55407,739,0.0,227,0.0
24021,508,0.0,839,0.0
24597,1623,0.0,202,0.0
61014,64,2.0,764,1.0
7592,637,0.0,293,0.0
35644,1528,18.0,888,1.1777777777777778
69315,959,7.0,1036,1.1666666666666667
22776,342,0.0,544,0.0
5282,1680,2.0,790,1.0
53581,65,0.0,888,0.0
30416,-1,2.0,-1,1.0
44389,-1,2.0,-1,2.0
13489,1069,0.0,810,0.0
2968,1173,0.0,400,0.0
60839,1221,1.0,888,1.0
20586,267,0.0,6,0.0
14650,1069,0.0,928,0.0
38902,1261,5.0,790,1.25
61960,-1,1.0,-1,1.0
362,741,1.0,790,1.0
57511,729,1.0,202,1.0
47748,1051,6.0,400,1.0
44018,1286,0.0,888,0.0
54868,818,2.0,888,1.0
63294,368,135.0,-2,4.821428571428571
43183,-1,8.0,-1,1.1428571428571428
49192,739,7.0,-2,3.5
20693,691,0.0,888,0.0
20633,126,106.0,-2,21.2
44633,-1,4.0,-1,1.0
3572,988,1.0,888,1.0
49013,50,196.0,790,3.4722222222222223
4257,1623,2.0,888,1.0
20927,1007,0.0,6,0.0
20029,741,0.0,46,0.0
38545,-1,2.0,-1,1.0
61444,1172,7.0,745,1.0
5861,741,0.0,810,0.0
42996,895,2.0,928,1.0
66346,598,0.0,38,0.0
68413,991,1.0,689,1.0
66859,1301,0.0,810,0.0
34705,1070,0.0,790,0.0
51199,819,1.0,-2,1.0
33417,-1,1.0,-1,1.0
51070,1091,12.0,-2,1.2
47853,1007,0.0,570,0.0
33545,1298,14.0,465,1.1666666666666667
51372,1536,0.0,46,0.0
16883,1172,0.0,1036,0.0
65126,242,0.0,888,0.0
62595,-1,3.0,-1,1.5
30394,403,0.0,112,0.0
11174,217,5.0,566,1.0
37750,769,0.0,839,0.0
29437,254,2.0,-3,1.0
63808,493,0.0,678,0.0
47739,1301,0.0,441,0.0
29316,565,5.0,888,1.25
39315,546,0.0,-3,0.0
61957,1301,0.0,698,0.0
39048,1483,154.0,-2,1.1755725190839694
29662,1663,4.0,-2,1.3333333333333333
61308,984,1.0,1036,1.0
28365,618,4.0,-2,1.25
50585,352,16.0,-2,5.333333333333333
65809,1577,0.0,213,0.0
51494,1545,0.0,888,0.0
24304,1480,31.0,888,1.1923076923076923
13916,342,42.0,-2,1.1666666666666667
3893,-1,6.0,-1,1.0
28643,1084,0.0,227,0.0
40659,130,0.0,790,0.0
23781,342,0.0,888,0.0
8797,1301,0.0,928,0.0
22938,242,1.0,888,1.0
7135,941,2.0,283,1.0
54064,1663,3.0,888,1.0
61862,1343,5.0,888,1.0
66803,1255,0.0,689,0.0
19727,562,0.0,888,0.0
58907,56,5.0,335,1.25
610,173,4.0,6,1.3333333333333333
68268,1147,0.0,-3,0.0
53660,1277,0.0,-3,0.0
28368,691,1.0,935,1.0
61206,1545,4.0,888,2.0
59297,959,7.0,591,1.4
6534,1250,0.0,790,0.0
56907,-1,3.0,-1,3.0
23749,1254,4.0,689,1.0
70401,707,2.0,978,1.0
68336,1483,1.0,581,1.0
31310,876,11.0,790,1.3571428571428572
23847,-1,1.0,-1,1.0
67553,575,0.0,1032,0.0
2092,-1,1.0,-1,1.0
47585,333,0.0,6,0.0
21709,342,2.0,663,2.0
46998,1113,0.0,1036,0.0
52129,1466,0.0,839,0.0
32750,48,2.0,663,1.0
38465,1388,4.0,888,1.0
70665,1002,4.0,888,1.0
66466,858,2.0,-2,2.0
10733,1504,0.0,202,0.0
70304,1231,0.0,888,0.0
47333,646,1.0,888,1.0
48947,1069,0.0,434,0.0
27856,650,0.0,839,0.0
30552,1051,14.0,400,1.4
17272,769,5.0,790,1.6666666666666667
49725,1375,61.0,888,1.2127659574468086
26498,619,6.0,-2,1.0
40510,302,0.0,490,0.0
49427,1619,41.0,790,1.1470588235294117
62244,1261,1.0,36,1.0
29889,1674,2.0,-3,1.0
1107,525,0.0,776,0.0
46191,342,2.0,888,1.0
41279,306,0.0,202,0.0
47717,126,3.0,790,1.0
39091,921,0.0,888,0.0
5623,1007,0.0,776,0.0
32211,806,1.0,468,1.0
44273,742,0.0,888,0.0
5207,828,5.0,888,1.0
10895,578,0.0,776,0.0
63279,-1,2.0,-1,1.0
48575,64,0.0,33,0.0
15836,575,1.0,591,1.0
43556,924,1.0,415,1.0
9728,1338,0.0,884,0.0
10299,429,2.0,335,1.0
149,1120,0.0,-3,0.0
23181,741,1.0,575,1.0
33715,769,0.0,790,0.0
669,1355,3.0,553,1.5
49811,575,7.0,1032,1.1666666666666667
61734,1006,0.0,888,0.0
60046,988,0.0,227,0.0
12410,780,0.0,202,0.0
61509,967,18.0,745,1.1333333333333333
37215,606,1.0,202,1.0
34217,-1,3.0,-1,1.0
2122,1061,0.0,441,0.0
52002,1445,0.0,888,0.0
26592,1044,0.0,283,0.0
64637,822,12.0,-3,1.0
16478,637,4.0,928,1.0
12627,-1,2.0,-1,1.0
7960,1388,0.0,776,0.0
1718,342,0.0,962,0.0
3664,730,15.0,674,1.0
23230,1007,0.0,888,0.0
17333,-1,2.0,-1,2.0
35064,-1,1.0,-1,1.0
39358,64,0.0,227,0.0
44043,1113,0.0,314,0.0
26176,1019,2.0,720,2.0
140,273,0.0,839,0.0
54237,421,4.0,591,1.0
30908,342,0.0,962,0.0
53441,584,0.0,112,0.0
62208,646,0.0,888,0.0
37296,1147,0.0,-3,0.0
62939,1474,0.0,776,0.0
61460,928,234.0,-2,8.95
36865,1186,3.0,964,1.0
62885,337,4.0,-2,1.0
15651,730,7.0,790,1.0
17054,-1,1.0,-1,1.0
44338,1483,12.0,701,1.0909090909090908
40134,1070,0.0,790,0.0
25891,220,0.0,888,0.0
35763,-1,1.0,-1,1.0
24977,1103,30.0,790,1.2
34682,1652,5.0,991,1.0
49929,242,7.0,-2,1.25
62222,1262,0.0,689,0.0
63007,471,71.0,790,1.2678571428571428
21903,976,0.0,689,0.0
7415,1483,3.0,888,1.0
50362,1504,0.0,369,0.0
50635,1659,0.0,400,0.0
9134,389,0.0,46,0.0
2903,741,0.0,38,0.0
64677,284,0.0,888,0.0
15407,-1,1.0,-1,1.0
27878,421,1.0,888,1.0
9444,198,0.0,928,0.0
51912,1240,0.0,888,0.0
13117,1674,0.0,713,0.0
40279,1301,0.0,227,0.0
12360,342,0.0,544,0.0
31937,1680,0.0,797,0.0
61753,595,0.0,839,0.0
46750,196,7.0,1036,1.4
19432,48,2.0,451,2.0
27170,215,0.0,671,0.0
33391,619,0.0,888,0.0
53029,1142,6.0,6,1.0
6978,1404,2.0,-2,1.0
10138,806,2.0,888,1.0
69938,166,0.0,227,0.0
18540,-1,3.0,-1,1.0
32438,1250,0.0,202,0.0
55396,1135,8.0,-2,1.0
20914,1301,0.0,348,0.0
52381,374,1.0,839,1.0
13068,1301,1.0,-2,1.0
13578,4,0.0,348,0.0
20629,352,7.0,678,1.0
67760,-1,17.0,-1,1.0625
14771,1135,1.0,888,1.0
70600,1445,0.0,888,0.0
44931,579,1.0,888,1.0
55803,1378,14.0,915,1.0
3764,1659,23.0,790,1.0454545454545454
21415,342,0.0,888,0.0
55751,598,0.0,243,0.0
2644,227,0.0,839,0.0
3229,1,4.0,888,1.3333333333333333
60931,1364,27.0,790,1.0416666666666667
30517,1381,0.0,698,0.0
67565,184,0.0,689,0.0
23816,741,3.0,38,3.0
59604,1635,0.0,-3,0.0
20299,1629,13.0,790,1.4444444444444444
67108,730,1.0,888,1.0
54779,220,0.0,888,0.0
54829,64,0.0,841,0.0
23944,173,2.0,790,2.0
45485,1483,4.0,581,1.3333333333333333
2752,-1,1.0,-1,1.0
47912,1051,2.0,400,1.0
57026,-1,1.0,-1,1.0
36574,575,4.0,978,1.0
54012,1007,0.0,678,0.0
65922,1142,0.0,1036,0.0
59204,1205,272.0,-2,5.510204081632653
46254,-1,6.0,-1,1.0
18127,317,1.0,888,1.0
27006,769,0.0,961,0.0
39322,686,0.0,486,0.0
67953,1533,1.0,698,1.0
43940,1011,0.0,28,0.0
26675,1277,0.0,-3,0.0
52382,-1,2.0,-1,1.0
48738,744,1.0,790,1.0
42539,256,6.0,6,1.0
19216,1301,0.0,28,0.0
28223,-1,2.0,-1,1.0
49622,730,6.0,888,0.9
33111,499,2.0,888,1.0
33499,1255,0.0,689,0.0
51985,1402,0.0,-3,0.0
59895,1421,0.0,-2,0.0
9992,389,0.0,575,0.0
46412,671,0.0,888,0.0
7974,1250,0.0,790,0.0
66366,789,14.0,336,1.0
7203,1526,0.0,227,0.0
121,272,0.0,678,0.0
20912,-1,4.0,-1,2.0
4223,89,0.0,202,0.0
62210,936,0.0,888,0.0
41699,610,0.0,-3,0.0
33544,173,0.0,6,0.0
60926,209,4.0,6,2.0
51154,227,0.0,-2,0.0
40407,463,3.0,917,1.0
11969,-1,3.0,-1,1.0
59398,1301,0.0,698,0.0
70818,1173,108.0,400,17.75
59317,558,0.0,-3,0.0
17724,242,220.0,790,24.444444444444443
10974,342,10.0,888,1.6666666666666667
15176,324,0.0,888,0.0
9253,619,0.0,888,0.0
23822,-1,3.0,-1,1.0
23968,173,0.0,888,0.0
27198,936,0.0,790,0.0
47020,173,0.0,881,0.0
60131,-1,9.0,-1,1.0
60209,342,0.0,364,0.0
28189,-1,1.0,-1,1.0
10499,1119,0.0,1074,0.0
25602,619,0.0,888,0.0
5963,1167,0.0,888,0.0
2278,1493,0.0,28,0.0
11463,988,0.0,713,0.0
3634,342,2.0,962,1.0
38239,1120,131.0,-3,4.517241379310345
59771,1135,0.0,400,0.0
50556,0,1.0,888,1.0
41804,558,0.0,790,0.0
59008,479,0.0,575,0.0
60321,1279,304.0,888,2.0586206896551724
1741,1070,0.0,790,0.0
54493,1663,6.0,888,1.5
57311,295,2.0,698,1.0
61543,198,0.0,202,0.0
8943,1142,0.0,1036,0.0
25290,406,54.0,-2,1.2375
35889,884,10.0,584,1.4285714285714286
264,1613,0.0,451,0.0
63976,1167,8.0,888,1.0
8037,175,2.0,981,1.0
1508,227,1.0,-2,1.0
5756,-1,1.0,-1,1.0
62671,337,5.0,953,1.25
18303,64,155.0,-2,5.666666666666667
1010,1680,0.0,830,0.0
54069,324,0.0,645,0.0
25366,508,0.0,928,0.0
50671,618,258.0,-2,5.527027027027027
68241,173,0.0,881,0.0
4887,610,380.0,790,6.364406779661017
67583,-1,2.0,-1,1.0
48081,1038,2.0,888,1.0
58024,646,2.0,888,1.0
4571,1111,0.0,28,0.0
54847,273,0.0,441,0.0
25402,1007,0.0,709,0.0
5057,618,7.0,227,2.3333333333333335
16828,769,0.0,839,0.0
6444,-1,3.0,-1,1.5
22140,671,0.0,888,0.0
2486,1301,0.0,810,0.0
42260,1317,107.0,888,21.4
37174,1421,111.0,888,37.0
17237,1277,1.0,-3,1.0
11479,172,2.0,202,1.0
3538,350,0.0,575,0.0
13133,782,2.0,227,2.0
19162,1359,1.0,776,1.0
44861,-1,1.0,-1,1.0
19825,-1,1.0,-1,1.0
65651,769,0.0,202,0.0
54050,227,1.0,790,1.0
6636,1245,1.0,839,1.0
7363,575,9.0,888,1.125
69966,-1,3.0,-1,1.5
55496,-1,4.0,-1,1.0
33076,1233,1.0,6,1.0
21436,1625,0.0,839,0.0
54218,1196,0.0,202,0.0
70325,921,3.0,-2,1.0
42807,-1,4.0,-1,1.3333333333333333
7713,353,0.0,888,0.0
22941,780,3.0,790,1.0
40397,-1,2.0,-1,1.0
63818,259,3.0,364,1.0
2981,1639,0.0,1028,0.0
20785,1163,20.0,-2,1.3333333333333333
24090,1565,0.0,888,0.0
39692,769,0.0,797,0.0
52054,1473,1.0,790,1.0
46943,-1,7.0,-1,1.1666666666666667
39601,1244,124.0,790,8.1
23408,-1,1.0,-1,1.0
3784,818,1.0,61,1.0
21538,1418,0.0,678,0.0
52740,209,0.0,6,0.0
56035,-1,5.0,-1,1.0
22356,1007,2.0,790,2.0
13806,484,1.0,847,1.0
38565,1255,3.0,790,1.0
5071,74,30.0,-3,1.0769230769230769
24822,769,0.0,369,0.0
62823,1421,0.0,202,0.0
53736,1680,0.0,-2,0.0
30063,1135,1.0,400,1.0
4672,1421,2.0,928,1.0
13991,342,0.0,962,0.0
39401,1142,0.0,678,0.0
49695,69,7.0,631,1.0
34391,-1,4.0,-1,2.0
58919,844,0.0,888,0.0
41857,-1,1.0,-1,1.0
65266,996,0.0,698,0.0
30888,565,4.0,1032,1.0
50145,1344,0.0,104,0.0
70635,-1,1.0,-1,1.0
66424,895,509.0,-2,6.132530120481928
60177,1378,0.0,227,0.0
8763,1250,0.0,888,0.0
58436,967,10.0,346,1.0
33648,959,2.0,591,1.0
30477,-1,5.0,-1,1.25
17303,342,2.0,544,1.0
54900,499,1.0,283,1.0
64275,-1,1.0,-1,1.0
54360,-1,4.0,-1,1.3333333333333333
12366,741,0.0,810,0.0
39409,1007,1.0,6,1.0
7756,1147,0.0,-3,0.0
61674,50,14.0,-2,1.0
31244,712,1.0,713,1.0
13038,1522,0.0,434,0.0
17251,944,6.0,434,1.5
67334,586,0.0,653,0.0
52412,686,0.0,888,0.0
54991,1542,0.0,671,0.0
20631,1301,0.0,960,0.0
