item_id,category_id,popularity,most_frequent_property
46342,1001,0.0,867
38948,1338,1.0,761
35712,769,0.0,-2
39518,236,1.0,-2
30356,481,0.0,810
18487,1171,3.0,839
12840,342,3.0,888
47877,251,0.0,202
23345,268,0.0,227
58545,1358,14.0,839
41300,-1,2.0,-1
4255,1087,0.0,553
11942,316,1.0,888
67710,575,1.0,1032
709,1114,48.0,888
47115,1192,1.0,888
22320,972,5.0,888
66127,494,3.0,161
68693,1483,29.0,888
2276,628,10.0,566
57256,414,5.0,888
44902,3,1.0,935
38770,342,0.0,962
39378,1007,0.0,776
6018,173,2.0,790
22647,1626,3.0,790
3891,921,0.0,888
55292,48,57.0,888
21983,1147,0.0,-3
51859,406,1.0,202
22860,342,0.0,663
37572,173,0.0,881
11384,173,0.0,1014
30332,1147,0.0,-3
49384,1385,573.0,790
21739,1038,0.0,981
29237,686,1.0,888
65927,337,81.0,839
49856,1393,0.0,888
65442,1250,0.0,790
28467,1142,0.0,112
12626,342,0.0,962
9220,65,37.0,-2
53638,531,1.0,888
50675,224,7.0,-2
44919,619,0.0,888
9286,1085,20.0,-3
39050,196,11.0,1036
7670,242,0.0,888
29684,56,15.0,188
57471,429,6.0,689
57515,302,4.0,790
33837,876,0.0,888
5961,459,3.0,-2
16370,531,237.0,790
7381,926,13.0,790
44587,730,3.0,888
47621,741,0.0,839
68910,173,0.0,790
40590,-1,3.0,-1
32959,1680,11.0,790
20117,1142,0.0,398
6799,389,0.0,888
53989,65,0.0,6
65043,130,0.0,790
8000,-1,1.0,-1
45169,746,14.0,888
68537,-1,1.0,-1
70321,-1,3.0,-1
38579,537,1.0,1068
48541,959,140.0,-2
28094,1338,3.0,813
50896,493,1.0,888
20187,1233,333.0,790
63350,769,2.0,-2
50247,1483,14.0,981
34791,1493,0.0,-2
44127,782,42.0,839
29783,389,0.0,243
16743,352,0.0,678
46709,173,0.0,888
24498,1026,2.0,257
9131,302,277.0,790
25819,1301,0.0,348
44573,546,1.0,-3
53335,-1,1.0,-1
56389,242,0.0,689
15822,1117,410.0,888
18087,1542,0.0,671
49183,1061,0.0,698
6260,1301,1.0,839
29188,41,5.0,910
28485,324,0.0,591
35516,959,6.0,227
52773,-1,2.0,-1
39956,65,0.0,888
60661,562,0.0,888
46606,1250,0.0,888
43223,1142,0.0,631
35355,769,0.0,698
31366,565,0.0,28
29036,508,0.0,19
11461,769,0.0,-2
25346,1432,0.0,713
5808,697,2.0,888
55570,624,0.0,83
46844,1578,1.0,790
299,330,1.0,888
8863,730,2.0,888
16929,-1,1.0,-1
62253,618,0.0,888
4460,1619,2.0,888
50283,1680,2.0,-2
35479,1113,0.0,314
41298,330,0.0,776
52607,1142,0.0,-3
22205,389,0.0,46
30189,360,2.0,334
7212,464,24.0,888
29473,295,0.0,639
45982,1375,6.0,888
38523,1084,0.0,698
29276,1129,0.0,815
13955,-1,1.0,-1
13967,52,2.0,-3
65295,106,11.0,761
35406,546,0.0,-3
4579,1404,1.0,-3
64284,1007,0.0,807
51195,1593,4.0,790
21134,1666,1.0,790
14539,65,0.0,888
37142,-1,4.0,-1
62770,342,5.0,663
11684,769,0.0,790
48393,242,3.0,888
45651,208,0.0,790
17809,1680,6.0,790
9730,1358,0.0,713
68458,-1,2.0,-1
66797,1542,0.0,671
35512,1441,10.0,790
14121,368,11.0,888
19840,1255,1.0,790
25340,272,0.0,917
43429,228,5.0,888
64180,508,0.0,698
62695,1142,0.0,917
1989,1070,1.0,202
10364,1376,0.0,202
32121,-1,3.0,-1
60593,1680,4.0,-2
39699,1298,3.0,671
58892,195,0.0,971
56257,686,0.0,486
8820,56,0.0,123
959,730,0.0,888
68694,1250,2.0,790
25114,421,0.0,1031
32841,184,0.0,243
53744,1577,1.0,28
23155,1277,0.0,-3
6561,958,2.0,781
11556,646,0.0,888
54926,926,0.0,506
25204,801,4.0,6
50568,508,0.0,960
68493,-1,1.0,-1
28729,847,15.0,202
11533,-1,2.0,-1
43415,-1,1.0,-1
17094,155,4.0,698
37277,-1,12.0,-1
52462,53,0.0,-3
51590,996,0.0,202
64740,-1,1.0,-1
57303,1113,0.0,776
36149,-1,19.0,-1
16946,1680,0.0,790
26401,-1,3.0,-1
18217,29,0.0,860
21507,429,4.0,188
15351,926,3.0,888
62386,1076,1.0,186
47250,-1,8.0,-1
36510,801,0.0,888
15875,1007,0.0,709
29279,1051,4.0,400
51412,769,0.0,-2
48099,1070,0.0,888
13919,1038,5.0,888
38758,352,3.0,790
27455,1142,1.0,398
11072,48,4.0,888
3616,282,8.0,888
1090,1421,115.0,322
12559,518,0.0,434
15606,1603,0.0,888
29937,1343,2.0,888
24271,1321,8.0,888
60073,228,2.0,888
10293,1113,0.0,888
17225,1477,1.0,981
17520,333,3.0,6
44028,1250,0.0,-2
50832,-1,1.0,-1
27165,508,0.0,434
8213,996,0.0,960
1365,389,0.0,38
28259,828,0.0,544
17575,686,0.0,486
7207,1069,0.0,960
32680,1561,4.0,620
53919,769,0.0,961
44358,173,1.0,790
25081,1163,0.0,888
64055,646,0.0,61
48812,374,0.0,410
31935,342,2.0,283
14994,-1,1.0,-1
26874,769,0.0,961
52184,173,0.0,227
64051,619,0.0,888
16303,558,10.0,790
2707,389,0.0,810
20172,1301,0.0,761
13273,-1,2.0,-1
31561,1493,1.0,486
16451,1522,0.0,713
50311,546,0.0,-3
4680,1264,4.0,-3
40699,712,3.0,159
53619,1554,1.0,825
51423,1007,2.0,917
34710,1344,0.0,188
995,472,0.0,810
43895,173,0.0,202
50532,64,2.0,227
17623,1408,0.0,810
16603,1147,2.0,-3
11952,1247,6.0,888
52371,224,388.0,790
7174,730,6.0,227
30238,1142,0.0,112
67621,-1,2.0,-1
5594,822,19.0,790
18742,209,0.0,6
15403,130,0.0,888
28737,565,1.0,1032
14686,374,0.0,839
16198,1051,5.0,566
13431,1007,1.0,917
67,421,0.0,660
39205,1061,0.0,441
39757,816,2.0,28
46783,1047,0.0,867
12086,1623,0.0,1064
19456,928,50.0,283
6532,1188,1.0,6
10086,1483,4.0,981
6033,342,3.0,888
25388,1577,0.0,960
7999,48,1.0,400
40986,342,0.0,776
55241,1007,0.0,112
18386,282,0.0,790
59111,1117,1.0,888
9703,48,3.0,451
14058,-1,1.0,-1
69508,1542,10.0,-2
64397,1680,0.0,720
15596,842,0.0,46
40332,618,1.0,917
69990,1384,1.0,776
2052,730,1.0,888
31923,1196,0.0,915
30853,217,3.0,689
65080,535,0.0,810
3174,342,0.0,663
66777,227,0.0,202
18123,610,0.0,112
19388,1191,13.0,888
62113,198,0.0,19
21794,1384,0.0,888
780,1474,2.0,810
17697,628,81.0,790
32810,1142,0.0,570
31911,741,1.0,19
66600,469,6.0,698
46077,330,0.0,591
1609,589,0.0,888
9187,1026,73.0,-2
69486,1070,0.0,-2
42896,1250,1.0,790
27617,1301,0.0,575
27725,342,11.0,790
17109,1320,0.0,888
22640,-1,3.0,-1
40825,1007,0.0,678
61811,1503,0.0,888
122,1432,0.0,698
48157,1493,0.0,888
56570,1026,219.0,790
35036,936,0.0,888
44690,57,3.0,790
13637,-1,1.0,-1
36993,342,0.0,451
56379,1240,19.0,790
17374,1203,0.0,713
61053,1127,0.0,888
17363,1276,1.0,813
8122,175,472.0,1075
12818,508,0.0,810
4142,64,1.0,841
22129,1204,0.0,6
39148,256,0.0,888
28438,494,0.0,1011
24869,1404,1.0,888
40385,1051,2.0,400
45545,1221,0.0,888
4496,1172,0.0,346
4624,697,0.0,159
5731,-1,2.0,-1
37345,1250,0.0,202
55124,1173,28.0,400
63646,1418,0.0,713
29258,50,12.0,790
52777,173,0.0,888
24766,828,0.0,888
49260,479,0.0,960
52893,228,0.0,888
3609,769,2.0,719
67871,209,0.0,225
37163,769,1.0,202
23449,1250,0.0,888
7964,198,0.0,689
16269,769,0.0,790
59304,1228,56.0,790
14802,1142,0.0,398
50085,1674,0.0,713
42026,333,0.0,815
44309,1248,6.0,102
58311,282,0.0,438
48005,1073,215.0,888
56328,414,3.0,888
25822,427,2.0,776
30117,-1,18.0,-1
51484,1069,3.0,227
3970,1169,0.0,846
55279,-1,1.0,-1
21707,1493,0.0,888
26242,876,0.0,888
40156,773,0.0,888
63435,1388,65.0,888
20854,1173,10.0,888
13736,-1,1.0,-1
1334,163,2.0,888
47428,1167,11.0,790
25541,869,3.0,159
22639,439,0.0,888
24682,619,2.0,-2
49255,449,0.0,888
66219,-1,11.0,-1
28624,209,0.0,6
45328,-1,2.0,-1
41440,1417,11.0,790
58780,618,10.0,65
12415,-1,1.0,-1
19203,1421,1.0,283
23435,342,0.0,888
12645,959,0.0,591
12471,79,0.0,-3
39580,317,9.0,470
32333,730,0.0,888
53134,342,0.0,888
70015,126,6.0,790
58036,799,2.0,102
69564,84,19.0,728
8773,1301,0.0,-2
53675,251,0.0,888
19430,196,12.0,790
41081,1135,9.0,790
51809,967,2.0,839
10726,1301,0.0,575
7011,324,3.0,591
32395,-1,4.0,-1
49774,1342,0.0,46
19227,849,0.0,867
32774,973,2.0,788
35442,173,0.0,227
60791,697,2.0,202
4829,1114,0.0,888
26276,1244,3.0,888
40940,-1,3.0,-1
52822,985,0.0,1026
66885,1001,0.0,935
35649,1301,0.0,243
15598,1417,0.0,400
65930,-1,4.0,-1
57895,988,4.0,614
6007,173,0.0,-2
49122,242,0.0,888
706,126,4.0,790
16264,819,0.0,30
4794,173,0.0,888
62726,1561,6.0,620
36719,479,1.0,671
62034,959,3.0,803
37419,1007,0.0,283
15224,342,0.0,962
29339,1179,0.0,888
40868,1409,172.0,536
21974,1301,0.0,46
29249,3,0.0,867
61625,959,0.0,591
61391,1567,1.0,888
19846,617,2.0,348
57991,996,1.0,441
1727,-1,1.0,-1
44613,-1,1.0,-1
6062,-1,1.0,-1
10829,-1,8.0,-1
613,1402,1.0,-3
32127,242,0.0,888
11914,508,0.0,441
20522,-1,1.0,-1
67332,1070,0.0,-2
34723,746,0.0,538
12844,619,0.0,-2
49666,135,0.0,810
48287,48,4.0,696
747,184,0.0,38
5900,646,44.0,790
18641,1403,1.0,283
19993,1250,0.0,888
33337,-1,1.0,-1
27606,1642,30.0,790
9661,1006,21.0,888
62448,1029,2.0,227
26783,65,13.0,451
720,1135,108.0,-2
53699,1244,0.0,698
7512,1408,0.0,575
28007,414,0.0,6
44868,1084,0.0,28
35781,342,1.0,962
43926,1404,0.0,888
13679,1277,4.0,790
46434,1187,0.0,176
35942,-1,2.0,-1
30001,650,1.0,689
42073,876,2.0,888
7740,173,3.0,790
42122,1172,0.0,654
3326,479,0.0,928
66173,1070,3.0,-2
20084,1084,0.0,202
176,209,0.0,227
64655,1171,0.0,30
31983,686,0.0,486
18154,126,5.0,790
61097,619,0.0,698
45983,642,4.0,-3
47024,1250,107.0,-2
60398,193,0.0,960
12184,1070,0.0,719
7617,282,1.0,888
45973,70,0.0,698
42153,1231,4.0,888
22747,1084,0.0,227
33703,256,3.0,888
27733,1312,1.0,-3
54182,970,0.0,888
37793,-1,7.0,-1
43028,579,4.0,888
35867,166,0.0,213
12747,160,1.0,888
16528,1017,2.0,888
40480,1384,0.0,490
55140,239,9.0,105
29368,921,4.0,888
13532,562,0.0,888
69507,195,276.0,888
64625,374,0.0,915
57234,828,0.0,888
39382,-1,3.0,-1
15355,1135,17.0,790
70712,342,0.0,888
66387,1189,12.0,-2
40501,64,1.0,839
14336,952,0.0,243
27377,389,0.0,575
67896,792,12.0,888
33771,-1,5.0,-1
50885,342,16.0,962
39248,166,0.0,713
51028,342,0.0,888
37701,1592,6.0,591
57094,65,0.0,888
8397,1639,1.0,28
49509,1007,8.0,348
37708,1553,0.0,790
24930,1142,1.0,961
34215,1076,0.0,186
28225,1279,0.0,888
4271,1385,0.0,28
42801,1164,5.0,888
32529,65,0.0,6
6901,558,0.0,-3
48874,619,0.0,-2
28079,861,0.0,888
52241,1483,15.0,523
17000,769,0.0,790
24202,984,0.0,1036
29820,928,0.0,283
21733,1126,0.0,6
67885,806,0.0,202
13350,769,0.0,719
13131,1680,1.0,719
4693,686,0.0,202
64745,-1,1.0,-1
61412,342,0.0,888
33645,224,2.0,-2
12864,342,0.0,888
53089,220,0.0,888
26544,-1,1.0,-1
60274,1477,1.0,202
56149,1,4.0,790
49356,733,0.0,-3
16301,1119,0.0,1074
43906,1663,18.0,-2
70253,1645,0.0,888
57801,261,0.0,-2
46177,769,0.0,797
65389,1544,1.0,-2
56415,160,40.0,-2
53356,1421,1.0,790
2454,-1,3.0,-1
9384,331,0.0,698
65975,-1,2.0,-1
2370,741,5.0,434
65044,70,0.0,227
25721,-1,2.0,-1
6738,1073,0.0,888
43946,-1,1.0,-1
45659,1421,1.0,790
43365,1250,0.0,720
40141,988,0.0,888
25045,209,0.0,6
2949,1387,3.0,790
25386,-1,1.0,-1
11945,1007,0.0,228
61189,317,0.0,713
54982,1511,107.0,790
65825,1445,0.0,888
62284,1077,2.0,776
33667,769,0.0,790
53469,769,5.0,-2
23504,126,9.0,-2
60970,769,0.0,797
39556,-1,2.0,-1
11315,683,3.0,888
36987,248,34.0,-2
49949,342,0.0,888
17754,1286,0.0,839
67977,173,0.0,881
11053,1477,7.0,-2
38766,1493,0.0,486
32867,135,1.0,689
57484,403,0.0,112
33930,1605,0.0,888
37386,1522,0.0,810
25012,242,26.0,790
66400,268,0.0,810
57036,282,0.0,-3
55728,-1,1.0,-1
67473,1542,6.0,671
33390,1680,0.0,764
2293,1105,0.0,888
62514,1007,0.0,364
6477,-1,5.0,-1
18085,1142,2.0,839
19052,1680,0.0,797
63400,1172,0.0,202
5227,1483,26.0,580
21052,242,0.0,790
54974,1542,0.0,839
39226,416,0.0,839
39709,1084,0.0,243
55354,342,0.0,888
10857,-1,7.0,-1
63155,130,0.0,776
15925,1255,0.0,-2
21651,1255,0.0,790
43630,1010,0.0,888
18945,173,0.0,6
55777,299,20.0,839
27844,499,0.0,28
31321,270,0.0,71
67001,911,6.0,888
26286,-1,1.0,-1
24662,173,0.0,888
66904,1142,0.0,631
15609,958,1.0,839
27668,126,4.0,790
238,-1,4.0,-1
5598,196,0.0,888
45489,242,4.0,-2
21649,686,0.0,486
23560,936,5.0,888
53528,-1,1.0,-1
52238,730,0.0,689
60851,618,0.0,888
43757,242,118.0,888
56473,1007,1.0,678
65800,1493,0.0,486
33230,237,0.0,776
63602,77,0.0,713
14757,342,0.0,888
612,-1,5.0,-1
12418,769,1.0,790
7066,1285,0.0,994
4296,1221,3.0,888
68034,1250,0.0,-2
36961,342,0.0,1036
39036,-1,4.0,-1
49879,1545,3.0,-3
62298,1445,1.0,451
46566,1408,0.0,960
18319,1393,1.0,306
50835,769,0.0,720
40310,1010,0.0,364
59630,1421,0.0,-2
6250,1007,5.0,790
13428,130,0.0,914
69477,-1,2.0,-1
56400,1279,71.0,888
6704,1163,0.0,555
6089,988,0.0,713
20514,-1,2.0,-1
26107,-1,1.0,-1
42821,1087,0.0,847
65033,126,7.0,790
42753,-1,5.0,-1
65422,1343,0.0,6
46280,686,0.0,888
19112,352,4.0,283
57708,387,2.0,888
31917,-1,2.0,-1
56431,1510,0.0,689
36943,936,0.0,928
36182,1119,17.0,790
27861,1051,1.0,566
45856,1318,9.0,586
49162,389,0.0,888
21992,958,5.0,790
13531,1301,0.0,202
12049,1135,27.0,-2
64828,1250,0.0,839
26386,-1,9.0,-1
42553,1007,0.0,764
59346,1221,0.0,790
57756,330,1.0,645
38323,988,9.0,888
11513,1402,0.0,-3
9673,1007,0.0,631
58573,884,1.0,227
62419,1007,2.0,763
61149,1248,0.0,888
62525,863,0.0,38
65481,317,90.0,202
52861,342,0.0,544
4371,915,0.0,713
38697,1113,0.0,33
68559,1191,0.0,839
13914,317,2.0,698
63690,64,5.0,283
41329,403,0.0,764
67302,-1,2.0,-1
41410,1228,4.0,-3
60266,769,0.0,839
21475,282,3.0,-3
18017,-1,1.0,-1
11477,1567,0.0,888
61022,414,1.0,888
50624,1172,0.0,344
6992,959,1.0,592
46567,191,2.0,404
33848,799,3.0,790
40856,619,0.0,888
15324,1589,1.0,888
25152,414,6.0,790
60560,463,3.0,-3
34786,1147,0.0,277
46993,1378,0.0,227
31708,1147,4.0,-3
39937,48,5.0,888
39058,1418,0.0,112
38420,173,0.0,227
61138,769,0.0,719
32026,1002,11.0,-2
20126,800,0.0,1028
53426,1298,1.0,1028
62893,1509,1.0,-3
53670,984,0.0,364
27126,1301,2.0,-2
48357,769,1.0,-2
18056,1073,0.0,888
3211,1051,0.0,566
27691,1375,3.0,400
12668,342,0.0,451
41773,220,0.0,-3
61795,518,0.0,227
40975,988,0.0,202
43495,1135,0.0,400
50836,723,4.0,888
31753,1220,0.0,689
65369,1119,0.0,339
64307,360,0.0,230
21037,3,10.0,790
36404,289,0.0,698
43482,618,2.0,-2
68206,342,0.0,888
10017,-1,6.0,-1
25573,1301,0.0,960
58962,342,36.0,-2
20204,342,0.0,888
42170,1344,0.0,888
49601,1147,22.0,888
63910,1462,58.0,888
29675,936,0.0,790
46738,220,0.0,888
65997,598,1.0,698
4481,1142,0.0,6
24052,1007,0.0,631
13562,1196,0.0,-3
2605,208,1.0,227
63980,1503,0.0,888
38882,686,0.0,888
43541,342,0.0,962
58638,1650,1545.0,888
27680,742,0.0,888
951,619,1.0,790
10445,316,0.0,888
32743,1191,4.0,928
61023,596,6.0,790
28551,1172,0.0,888
53654,1298,1.0,348
40876,-1,1.0,-1
20292,173,0.0,47
44355,1135,2.0,888
44599,769,0.0,689
59068,248,4.0,720
32364,1472,1.0,888
62980,988,0.0,888
32644,683,0.0,888
7154,1503,0.0,776
63266,281,1.0,888
24228,-1,8.0,-1
34713,1076,0.0,186
22531,1221,1.0,888
57344,739,3.0,227
17062,535,0.0,888
55542,1179,4.0,776
63524,342,25.0,888
30848,730,3.0,888
8849,844,0.0,490
52486,1087,0.0,867
38122,1373,121.0,790
35604,-1,3.0,-1
183,360,0.0,888
21989,792,39.0,888
51888,702,0.0,888
1868,227,7.0,-2
37035,1089,29.0,790
11346,403,0.0,159
52029,1007,0.0,283
21927,1593,0.0,790
51449,389,0.0,888
9118,-1,1.0,-1
55037,1378,1.0,764
28415,1472,2.0,888
23564,263,0.0,888
51516,342,1.0,888
17571,358,0.0,888
48749,1429,2.0,888
52928,167,831.0,790
1519,769,4.0,961
28451,173,7.0,790
42199,1167,0.0,-3
53981,730,3.0,888
43287,421,0.0,888
28086,1250,0.0,-2
53198,-1,1.0,-1
70265,806,1.0,104
7026,1221,0.0,888
50574,1070,0.0,720
21762,1086,0.0,364
54084,936,6.0,790
40306,561,1.0,120
39169,1301,0.0,960
11812,-1,2.0,-1
407,-1,5.0,-1
8885,1522,0.0,698
11159,-1,1.0,-1
881,1286,0.0,888
58252,1421,1.0,-2
28950,-1,1.0,-1
53769,-1,25.0,-1
35591,-1,8.0,-1
10346,911,0.0,888
60166,1509,25.0,888
308,819,0.0,591
58862,973,2.0,981
40605,-1,2.0,-1
25273,959,0.0,839
29419,-1,2.0,-1
25805,494,4.0,28
48080,984,0.0,591
70385,1526,0.0,761
24929,1625,5.0,888
11115,-1,3.0,-1
708,1007,3.0,678
16362,70,1.0,243
67299,184,0.0,434
16053,959,0.0,230
54134,1255,0.0,-2
12703,1250,0.0,689
58271,1018,1.0,202
23273,230,5.0,332
43395,641,3.0,942
21421,589,2.0,400
42287,1142,0.0,398
7903,209,1.0,227
66659,1393,3.0,-2
15548,499,0.0,776
16802,-1,6.0,-1
47249,342,0.0,888
15512,1069,0.0,689
50012,1196,0.0,410
48355,330,0.0,888
18555,1646,0.0,888
21320,695,166.0,790
30901,324,0.0,888
62883,-1,1.0,-1
18938,342,0.0,663
37275,1,0.0,888
49665,1169,6.0,790
8338,1625,0.0,6
24533,1493,0.0,8
17228,769,0.0,689
18400,1680,0.0,-2
15073,84,7.0,790
67292,1147,0.0,-3
26763,1404,12.0,888
1694,-1,2.0,-1
31659,389,0.0,243
33271,1070,0.0,790
62680,1113,0.0,1036
69265,196,17.0,790
2757,988,0.0,888
916,1301,0.0,434
22844,741,0.0,19
21873,414,2.0,888
54830,1007,1.0,961
52625,1205,1.0,888
44815,1680,3.0,790
30729,-1,1.0,-1
21740,1408,0.0,243
68233,1255,0.0,-2
3699,1196,0.0,915
43960,1018,0.0,880
21667,1051,1.0,400
18172,1070,0.0,839
17383,-1,2.0,-1
56239,1301,0.0,839
49042,1142,0.0,202
62815,-1,1.0,-1
46854,-1,1.0,-1
41791,1007,0.0,283
54345,924,19.0,888
63492,996,0.0,38
46932,-1,1.0,-1
64541,1503,0.0,888
39467,1235,1.0,713
57810,1625,316.0,-2
13457,-1,5.0,-1
31315,1098,0.0,888
22756,535,0.0,243
28829,598,0.0,202
60491,-1,1.0,-1
70139,818,0.0,591
12592,806,2.0,698
31415,1078,3.0,888
25652,1301,0.0,888
39650,619,5.0,-2
53609,1474,1.0,603
42552,403,0.0,917
45033,936,0.0,888
13260,493,0.0,1060
37272,342,0.0,663
53616,844,1.0,490
59154,730,0.0,888
39981,342,2.0,544
10065,624,23.0,974
45606,1533,0.0,830
69697,317,39.0,790
39667,1298,8.0,-2
25994,227,0.0,790
45833,130,0.0,790
28868,209,1.0,189
37232,-1,1.0,-1
8708,48,1.0,696
67988,769,0.0,689
46765,244,1.0,790
57430,184,0.0,28
39468,1070,2.0,839
30609,-1,12.0,-1
17660,1051,0.0,400
44474,1135,0.0,888
61583,746,1.0,790
33532,1192,1.0,400
67941,941,1.0,283
58357,324,0.0,888
17103,173,0.0,-2
21559,806,11.0,591
15761,-1,3.0,-1
683,1147,4.0,888
18332,35,6.0,518
56211,512,0.0,38
52959,342,0.0,663
67668,1167,4.0,-3
3006,-1,15.0,-1
58784,173,0.0,776
22256,227,8.0,698
34336,479,8.0,790
23875,342,0.0,962
22334,1578,0.0,888
46289,618,4.0,-2
2662,-1,1.0,-1
39622,1489,0.0,434
29082,684,187.0,790
48990,173,0.0,881
1790,173,0.0,400
62477,1388,13.0,790
40714,342,0.0,451
37317,-1,1.0,-1
20545,1250,0.0,-2
24146,1250,1.0,-2
33890,1489,0.0,839
39155,1542,0.0,348
52520,1493,0.0,888
20802,535,0.0,888
24295,-1,1.0,-1
14967,769,0.0,369
60337,739,4.0,410
25904,1069,0.0,698
20556,635,1.0,797
26450,1510,0.0,928
36183,1084,0.0,698
35153,963,19.0,637
45857,1613,1.0,888
22296,69,1.0,839
52368,1378,7.0,790
15110,41,0.0,713
31412,1455,1.0,60
52914,598,0.0,243
12648,-1,1.0,-1
49004,342,0.0,888
19752,5,175.0,790
45088,1142,0.0,202
16481,891,0.0,888
31238,196,0.0,888
51416,578,0.0,888
68018,1196,3.0,790
46354,1076,0.0,33
22420,769,0.0,689
24080,-1,2.0,-1
63985,1526,2.0,790
9612,173,0.0,227
14721,436,0.0,960
8767,1613,0.0,-3
2838,1578,112.0,888
46343,176,0.0,-3
36363,1680,0.0,202
70418,1059,7.0,227
26722,35,0.0,283
39670,1255,3.0,-2
4502,952,0.0,46
24057,484,6.0,646
28183,1163,4.0,790
66051,-1,5.0,-1
9314,988,1.0,698
43951,508,0.0,19
32739,1231,0.0,160
58328,1301,0.0,928
61709,-1,1.0,-1
26502,179,0.0,888
68521,1277,0.0,839
997,333,24.0,790
25027,979,100.0,888
52271,800,0.0,364
17742,-1,1.0,-1
21705,1113,0.0,888
38347,1310,0.0,46
24976,936,0.0,888
28042,282,0.0,-3
19199,1196,1.0,915
9644,1362,0.0,790
62189,337,0.0,470
19222,1325,59.0,928
41211,1142,0.0,543
13501,-1,1.0,-1
13232,1262,16.0,839
28930,1142,0.0,364
43902,958,1.0,839
65888,643,1.0,917
39513,1007,2.0,917
7046,130,1.0,888
28695,1070,0.0,-2
34026,914,3.0,264
60620,535,1.0,46
66152,-1,1.0,-1
11281,342,0.0,544
15749,342,1.0,663
46025,1343,20.0,-2
29725,84,238.0,790
64376,1119,0.0,450
61475,263,3.0,888
38112,173,0.0,-2
37193,1378,2.0,364
28449,1301,0.0,810
43752,84,2.0,888
20709,479,28.0,-2
9352,769,6.0,-2
38014,1680,0.0,790
55892,512,0.0,713
20913,741,0.0,434
19902,828,0.0,451
20232,414,0.0,740
14893,-1,6.0,-1
48210,1231,0.0,888
62922,330,1.0,790
57217,1474,0.0,810
61758,-1,7.0,-1
15497,598,0.0,28
33855,1421,1.0,790
47005,1135,0.0,888
11545,1142,1.0,6
34665,833,19.0,560
65669,434,0.0,888
52650,1235,4.0,713
26090,512,0.0,810
67573,427,0.0,689
56683,1301,0.0,689
49487,1113,8.0,-2
16976,1069,8.0,960
9840,619,0.0,-2
10442,1120,125.0,888
62844,1402,7.0,-3
6893,1535,0.0,738
62002,1670,1.0,839
69853,927,1.0,790
29592,1172,0.0,839
67320,637,7.0,790
63356,1301,0.0,28
8462,350,0.0,575
67532,89,0.0,698
54223,173,0.0,881
419,996,0.0,227
2619,780,0.0,689
24563,421,0.0,-2
4875,844,2.0,993
53397,1070,0.0,678
22997,976,1.0,19
61020,1255,0.0,888
59430,730,1.0,888
33249,1301,0.0,6
6090,1007,1.0,961
58720,1560,0.0,888
18845,198,0.0,698
42456,1244,0.0,994
40752,-1,1.0,-1
27182,-1,6.0,-1
53990,196,0.0,888
33592,1007,0.0,348
64197,1120,17.0,225
35910,1254,4.0,689
20135,1298,8.0,152
28230,126,47.0,776
46019,1503,1.0,888
51217,50,0.0,941
21788,1142,0.0,364
12134,769,4.0,720
12966,56,1.0,188
37346,1244,2.0,332
31021,196,0.0,253
50529,342,0.0,663
34059,1675,0.0,570
30663,471,1.0,888
41660,1477,1.0,981
55963,342,0.0,663
47937,507,2.0,790
14272,730,4.0,810
38714,227,0.0,689
54899,65,0.0,6
32098,1255,3.0,790
30352,546,8.0,-3
52920,-1,2.0,-1
30131,1675,0.0,713
57490,1404,2.0,-2
45127,1318,7.0,33
8891,1084,0.0,698
33316,472,0.0,434
44045,1040,232.0,-2
3598,227,0.0,369
27938,227,0.0,678
25352,769,4.0,790
62442,1135,159.0,888
48927,403,0.0,348
62926,1119,0.0,348
2219,-1,2.0,-1
47975,173,0.0,888
25397,1205,1.0,888
25618,1084,0.0,689
40817,417,1.0,314
17123,68,3.0,888
25268,242,1.0,888
54373,730,0.0,888
39963,1120,9.0,-3
62256,959,16.0,423
3242,1301,0.0,575
9826,1271,0.0,575
10170,1007,1.0,798
26406,-1,1.0,-1
60139,1301,3.0,283
65023,1646,0.0,790
50032,333,63.0,790
12458,-1,1.0,-1
53342,858,12.0,888
69063,1404,1.0,888
35072,142,0.0,720
25931,-1,2.0,-1
25173,173,1.0,6
52229,1429,0.0,888
13766,342,0.0,663
27177,565,1.0,888
26689,1402,0.0,447
205,1007,0.0,790
1929,1475,0.0,28
69135,546,0.0,888
52730,1680,0.0,678
49606,1188,3.0,6
66435,1613,0.0,-3
51293,1135,7.0,888
6413,1084,0.0,38
5638,69,2.0,543
23179,173,0.0,928
46880,1196,0.0,1028
67754,-1,48.0,-1
30324,35,0.0,189
12757,1221,0.0,790
48589,1338,0.0,227
54283,-1,1.0,-1
50001,1412,1.0,230
584,1142,0.0,398
1267,1645,104.0,790
36772,1362,0.0,790
37910,342,0.0,888
7612,1478,4.0,960
39647,1685,0.0,283
48439,1675,0.0,227
59525,173,1.0,-2
65566,1285,0.0,202
38334,-1,2.0,-1
61874,256,0.0,693
15182,535,0.0,810
49099,1589,0.0,810
8306,-1,1.0,-1
44574,1007,0.0,6
67586,-1,4.0,-1
48313,1680,7.0,888
64059,65,0.0,888
57908,-1,1.0,-1
13676,333,3.0,6
36129,1578,113.0,888
35044,-1,1.0,-1
48676,130,0.0,888
61628,1255,0.0,790
44407,683,1.0,915
33526,1142,0.0,570
47665,769,1.0,719
438,1301,0.0,441
10023,769,0.0,888
11699,624,1.0,790
